,Calories,CumulativeElevationGain,Date,Distance,Duration,Elevation,ExerciseLocalId,ExerciseServerId,HorizontalAccuracy,Interpolated,Latitude,Longitude,Pace,Paused,Speed,Steps,VerticalAccuracy,EntityStatus,LastOperationUuid,ServerId,TimeCreated,TimeUpdated,Uuid,Id,convertedDate
74,0,0.0,637392290510000000,0.2218,81000,48.835159999999995,4,35218252741,0.4,0,52.528965,-9.426618,297.61905,0,12.0744,0,0.0,0,00000000-0000-0000-0000-000000000000,0,637452752329687701,637452752329687701,28bc91d1-b5b0-41a1-9c50-79f3bcadf48e,75,2020-10-25 13:24:11.000000000
75,0,0.0,637392290520000000,0.22516999999999998,82000,49.19862,4,35218252741,0.4,0,52.528976,-9.426653,296.7359,0,12.095999999999998,0,0.0,0,00000000-0000-0000-0000-000000000000,0,637452752329687701,637452752329687701,dc0c19b2-41fa-4f99-9ade-3cc60a1af88b,76,2020-10-25 13:24:12.000000000
76,0,0.0,637392290530000000,0.22855,83000,49.49753,4,35218252741,0.4,0,52.528999999999996,-9.426713000000001,295.858,0,12.1176,0,0.0,0,00000000-0000-0000-0000-000000000000,0,637452752329687701,637452752329687701,5439dad6-65b1-40ef-a11d-8134aa53e6e3,77,2020-10-25 13:24:13.000000000
77,0,0.0,637392290540000000,0.23192,84000,48.970757,4,35218252741,0.4,0,52.529022,-9.426761,296.7359,0,12.1248,0,0.0,0,00000000-0000-0000-0000-000000000000,0,637452752329687701,637452752329687701,ec64049d-0730-4534-a702-ae960a222de8,78,2020-10-25 13:24:14.000000000
78,0,0.0,637392290550000000,0.2353,85000,49.203403,4,35218252741,0.4,0,52.529044999999996,-9.426803999999999,295.858,0,12.1392,0,0.0,0,00000000-0000-0000-0000-000000000000,0,637452752329687701,637452752329687701,37bc507f-47b6-487a-83fc-4e0c1e742fdd,79,2020-10-25 13:24:15.000000000
79,0,0.0,637392290560000000,0.23869,86000,49.3802,4,35218252741,0.4,0,52.529064,-9.426844000000001,294.98526,0,12.1608,0,0.0,0,00000000-0000-0000-0000-000000000000,0,637452752329687701,637452752329687701,9586eac6-e8b4-406e-9b0e-9748ba8c08e0,80,2020-10-25 13:24:16.000000000
80,0,0.0,637392290570000000,0.24206,87000,49.18233,4,35218252741,0.4,0,52.52908000000001,-9.426882,296.7359,0,12.1608,0,0.0,0,00000000-0000-0000-0000-000000000000,0,637452752329687701,637452752329687701,beb1de24-22f2-477c-bf2e-789a37840fb0,81,2020-10-25 13:24:17.000000000
81,0,0.0,637392290580000000,0.24544000000000002,88000,49.439747,4,35218252741,0.4,0,52.5291,-9.426924,295.858,0,12.1608,0,0.0,0,00000000-0000-0000-0000-000000000000,0,637452752329687701,637452752329687701,4e8ef08a-5a9a-43a9-a3da-c1e51a3b82a0,82,2020-10-25 13:24:18.000000000
82,0,0.0,637392290590000000,0.24883000000000002,89000,49.638687,4,35218252741,0.4,0,52.529118000000004,-9.426967999999999,294.98526,0,12.1752,0,0.0,0,00000000-0000-0000-0000-000000000000,0,637452752329687701,637452752329687701,4666cfc3-6ccc-4078-a7c1-4b1315aa04ae,83,2020-10-25 13:24:19.000000000
83,0,0.0,637392290600000000,0.25223,90000,49.822376,4,35218252741,0.4,0,52.529137,-9.427009,294.11765,0,12.1896,0,0.0,0,00000000-0000-0000-0000-000000000000,0,637452752329687701,637452752329687701,f887d319-a9d3-4048-bdd0-0422abe8ab51,84,2020-10-25 13:24:20.000000000
